ID_Pesquisa,Data_Resposta,Nota_NPS,Estado,Motivo_Principal,ID_Sistema_Feedback,Classificacao_NPS
SRV-000407,2025-07-20,1,AM,Tempo de Entrega,65744,Detrator
SRV-000408,2025-01-13,9,AM,Variedade,67013,Promotor
SRV-000409,2025-08-02,2,PE,Variedade,61039,Detrator
SRV-000410,2025-08-08,0,AM,Atendimento,59831,Detrator
SRV-000411,2025-10-13,7,MG,Tempo de Entrega,95172,Neutro
SRV-000412,2025-09-01,2,CE,Tempo de Entrega,44603,Detrator
SRV-000413,2025-12-22,9,GO,Variedade,87758,Promotor
SRV-000414,2025-09-15,6,MG,Tempo de Entrega,77713,Detrator
SRV-000415,2025-02-27,9,MT,Variedade,23105,Promotor
SRV-000416,2025-02-05,4,RJ,Atendimento,77182,Detrator
SRV-000417,2025-11-24,9,BA,Variedade,62147,Promotor
SRV-000418,2025-07-12,4,PA,Tempo de Entrega,85400,Detrator
SRV-000419,2025-11-29,6,GO,Tempo de Entrega,56434,Detrator
SRV-000420,2025-02-19,8,MG,Variedade,36515,Neutro
SRV-000421,2025-02-01,4,SC,Variedade,99298,Detrator
SRV-000422,2025-04-08,0,RJ,Variedade,68001,Detrator
SRV-000423,2025-02-12,9,RS,Qualidade do Produto,68397,Promotor
SRV-000424,2025-12-17,9,GO,Tempo de Entrega,71415,Promotor
SRV-000425,2025-11-30,0,ES,Tempo de Entrega,26960,Detrator
SRV-000426,2025-11-06,1,PE,Qualidade do Produto,91838,Detrator
SRV-000427,2025-02-16,5,AM,Variedade,55778,Detrator
SRV-000428,2025-09-27,8,CE,Atendimento,40941,Neutro
SRV-000429,2025-11-07,7,PE,Variedade,50955,Neutro
SRV-000430,2025-03-04,4,RS,Variedade,88565,Detrator
SRV-000431,2025-01-19,0,PA,Qualidade do Produto,66908,Detrator
SRV-000432,2025-12-13,6,MS,Tempo de Entrega,74067,Detrator
SRV-000433,2025-04-11,4,BA,Variedade,65696,Detrator
SRV-000434,2025-02-06,5,MG,Tempo de Entrega,28429,Detrator
SRV-000435,2025-04-17,6,MT,Preço,86676,Detrator
SRV-000436,2025-04-02,2,PR,Tempo de Entrega,24847,Detrator
SRV-000437,2025-11-04,9,RJ,Atendimento,57191,Promotor
SRV-000438,2025-07-04,2,CE,Atendimento,44256,Detrator
SRV-000439,2025-08-04,4,RS,Variedade,38774,Detrator
SRV-000440,2025-01-28,5,GO,Tempo de Entrega,19127,Detrator
SRV-000441,2025-02-05,8,BA,Variedade,38205,Neutro
SRV-000442,2025-11-16,4,PE,Qualidade do Produto,91163,Detrator
SRV-000443,2025-01-18,0,MT,Atendimento,68764,Detrator
SRV-000444,2025-12-11,3,MT,Variedade,48664,Detrator
SRV-000445,2025-07-15,4,RS,Qualidade do Produto,66795,Detrator
SRV-000446,2025-03-19,9,CE,Variedade,42333,Promotor
SRV-000447,2025-06-16,9,PA,Tempo de Entrega,46079,Promotor
SRV-000448,2025-03-31,4,CE,Tempo de Entrega,94225,Detrator
SRV-000449,2025-09-21,6,GO,Tempo de Entrega,34259,Detrator
SRV-000450,2025-07-27,3,BA,Tempo de Entrega,36571,Detrator
SRV-000451,2025-07-31,0,MS,Preço,61119,Detrator
SRV-000452,2025-09-28,4,PE,Qualidade do Produto,18009,Detrator
SRV-000453,2025-09-20,6,SC,Qualidade do Produto,71829,Detrator
SRV-000454,2025-09-30,9,MS,Tempo de Entrega,48230,Promotor
SRV-000455,2025-12-08,9,MS,Preço,66049,Promotor
SRV-000456,2025-08-02,5,CE,Tempo de Entrega,46498,Detrator
SRV-000457,2025-03-05,4,RJ,Preço,38820,Detrator
SRV-000458,2025-01-12,3,RJ,Tempo de Entrega,50315,Detrator
SRV-000459,2025-07-29,1,ES,Atendimento,42795,Detrator
SRV-000460,2025-11-08,3,PA,Atendimento,95411,Detrator
SRV-000461,2025-06-23,9,PE,Variedade,49191,Promotor
SRV-000462,2025-09-13,9,RS,Tempo de Entrega,64453,Promotor
SRV-000463,2025-04-11,2,RJ,Qualidade do Produto,22453,Detrator
SRV-000464,2025-01-16,9,BA,Variedade,60325,Promotor
SRV-000465,2025-07-16,0,MT,Atendimento,59490,Detrator
SRV-000466,2025-09-15,7,RS,Tempo de Entrega,84796,Neutro
SRV-000467,2025-09-01,4,PE,Variedade,59993,Detrator
SRV-000468,2025-12-14,3,BA,Tempo de Entrega,55706,Detrator
SRV-000469,2025-09-06,7,MG,Atendimento,52817,Neutro
SRV-000470,2025-04-15,6,SP,Variedade,74544,Detrator
SRV-000471,2025-07-01,1,RJ,Atendimento,65710,Detrator
SRV-000472,2025-06-04,0,PA,Preço,60799,Detrator
SRV-000473,2025-10-14,10,AM,Atendimento,70964,Promotor
SRV-000474,2025-06-18,3,GO,Tempo de Entrega,63678,Detrator
SRV-000475,2025-02-16,7,RJ,Qualidade do Produto,81150,Neutro
SRV-000476,2025-02-12,1,ES,Atendimento,70438,Detrator
SRV-000477,2025-11-17,2,SC,Qualidade do Produto,87223,Detrator
SRV-000478,2025-11-02,0,ES,Preço,71926,Detrator
SRV-000479,2025-08-09,0,PE,Variedade,13801,Detrator
SRV-000480,2025-01-01,2,ES,Variedade,51048,Detrator
SRV-000481,2025-07-19,10,SC,Qualidade do Produto,50144,Promotor
SRV-000482,2025-05-24,4,SC,Variedade,20148,Detrator
SRV-000483,2025-01-28,2,CE,Atendimento,92819,Detrator
SRV-000484,2025-12-08,0,MT,Qualidade do Produto,29861,Detrator
SRV-000485,2025-12-04,0,CE,Tempo de Entrega,71717,Detrator
SRV-000486,2025-10-05,7,SP,Atendimento,32480,Neutro
SRV-000487,2025-02-10,9,BA,Atendimento,28637,Promotor
SRV-000488,2025-11-28,10,MS,Atendimento,54621,Promotor
SRV-000489,2025-05-27,1,MG,Tempo de Entrega,70304,Detrator
SRV-000490,2025-12-11,2,PA,Preço,57431,Detrator
SRV-000491,2025-06-27,1,GO,Variedade,98921,Detrator
SRV-000492,2025-11-11,2,SC,Qualidade do Produto,66172,Detrator
SRV-000493,2025-11-21,6,MG,Preço,35437,Detrator
SRV-000494,2025-06-16,0,PA,Qualidade do Produto,18149,Detrator
SRV-000495,2025-05-03,9,MT,Variedade,24671,Promotor
SRV-000496,2025-03-15,7,RJ,Tempo de Entrega,33119,Neutro
SRV-000497,2025-08-27,9,PA,Atendimento,56117,Promotor
SRV-000498,2025-09-06,9,PR,Atendimento,26279,Promotor
SRV-000499,2025-09-20,9,AM,Tempo de Entrega,78835,Promotor
SRV-000500,2025-09-09,1,SP,Preço,14803,Detrator
SRV-000501,2025-12-23,2,PE,Preço,92897,Detrator
SRV-000502,2025-04-21,8,MT,Qualidade do Produto,70805,Neutro
SRV-000503,2025-06-29,6,RS,Tempo de Entrega,28201,Detrator
SRV-000504,2025-07-07,3,MG,Preço,38634,Detrator
SRV-000505,2025-11-04,9,ES,Tempo de Entrega,24760,Promotor
SRV-000506,2025-07-26,4,GO,Variedade,20826,Detrator
SRV-000507,2025-08-22,1,SC,Atendimento,96821,Detrator
SRV-000508,2025-01-24,10,MG,Atendimento,55775,Promotor
SRV-000509,2025-01-26,7,MS,Atendimento,84676,Neutro
SRV-000510,2025-08-06,3,RS,Tempo de Entrega,16798,Detrator
SRV-000511,2025-12-12,8,GO,Tempo de Entrega,76103,Neutro
SRV-000512,2025-01-10,4,SC,Qualidade do Produto,87160,Detrator
SRV-000513,2025-01-17,8,PE,Atendimento,87751,Neutro
SRV-000514,2025-09-02,3,MS,Qualidade do Produto,83502,Detrator
SRV-000515,2025-07-25,9,PA,Atendimento,61410,Promotor
SRV-000516,2025-09-15,4,PR,Qualidade do Produto,50888,Detrator
SRV-000517,2025-04-22,8,ES,Qualidade do Produto,59047,Neutro
SRV-000518,2025-07-24,7,MG,Variedade,55955,Neutro
SRV-000519,2025-01-27,2,CE,Qualidade do Produto,11982,Detrator
SRV-000520,2025-03-12,0,SP,Tempo de Entrega,43864,Detrator
SRV-000521,2025-06-25,2,MG,Qualidade do Produto,89118,Detrator
SRV-000522,2025-07-21,3,MG,Atendimento,95490,Detrator
SRV-000523,2025-09-05,1,RS,Qualidade do Produto,49265,Detrator
SRV-000524,2025-04-28,0,RS,Preço,56313,Detrator
SRV-000525,2025-01-09,6,GO,Atendimento,54350,Detrator
SRV-000526,2025-03-27,7,PA,Preço,25378,Neutro
SRV-000527,2025-01-23,6,MS,Atendimento,79815,Detrator
SRV-000528,2025-08-28,4,SP,Tempo de Entrega,37924,Detrator
SRV-000529,2025-03-14,0,MG,Tempo de Entrega,92593,Detrator
SRV-000530,2025-01-27,6,GO,Tempo de Entrega,17312,Detrator
SRV-000531,2025-12-15,6,BA,Preço,40353,Detrator
SRV-000532,2025-03-22,8,PE,Variedade,96450,Neutro
SRV-000533,2025-03-25,2,RS,Atendimento,26192,Detrator
SRV-000534,2025-07-18,8,RS,Tempo de Entrega,27450,Neutro
SRV-000535,2025-02-12,0,MS,Atendimento,15432,Detrator
SRV-000536,2025-09-20,0,PA,Preço,67225,Detrator
SRV-000537,2025-04-02,3,MT,Variedade,88711,Detrator
SRV-000538,2025-12-05,8,BA,Preço,75604,Neutro
SRV-000539,2025-03-25,5,SC,Atendimento,20295,Detrator
SRV-000540,2025-10-27,10,MT,Variedade,16774,Promotor
SRV-000541,2025-10-23,2,MG,Variedade,22190,Detrator
SRV-000542,2025-05-15,0,PA,Preço,41286,Detrator
SRV-000543,2025-10-08,3,SP,Tempo de Entrega,86325,Detrator
SRV-000544,2025-02-28,8,RS,Atendimento,82427,Neutro
SRV-000545,2025-12-25,2,SP,Qualidade do Produto,97513,Detrator
SRV-000546,2025-12-08,8,SP,Qualidade do Produto,74014,Neutro
SRV-000547,2025-08-29,6,PE,Preço,85852,Detrator
SRV-000548,2025-12-08,3,GO,Atendimento,65256,Detrator
SRV-000549,2025-04-08,2,CE,Atendimento,68630,Detrator
SRV-000550,2025-03-03,9,RS,Preço,72771,Promotor
SRV-000551,2025-09-21,4,GO,Atendimento,61715,Detrator
SRV-000552,2025-04-23,4,MT,Tempo de Entrega,17466,Detrator
SRV-000553,2025-05-26,2,GO,Preço,27637,Detrator
SRV-000554,2025-08-04,8,ES,Tempo de Entrega,78745,Neutro
SRV-000555,2025-09-13,3,SC,Atendimento,46317,Detrator
SRV-000556,2025-11-12,10,SP,Preço,59766,Promotor
SRV-000557,2025-11-12,4,RS,Atendimento,13078,Detrator
SRV-000558,2025-12-28,3,MS,Preço,37299,Detrator
SRV-000559,2025-09-15,4,PA,Atendimento,13543,Detrator
SRV-000560,2025-07-13,6,SC,Tempo de Entrega,61052,Detrator
SRV-000561,2025-12-13,8,ES,Tempo de Entrega,32064,Neutro
SRV-000562,2025-01-14,6,RS,Atendimento,82287,Detrator
SRV-000563,2025-10-31,4,MG,Preço,90442,Detrator
SRV-000564,2025-04-13,9,SP,Qualidade do Produto,93632,Promotor
SRV-000565,2025-09-02,9,ES,Tempo de Entrega,24425,Promotor
SRV-000566,2025-09-02,6,MG,Tempo de Entrega,61481,Detrator
SRV-000567,2025-11-08,9,SP,Qualidade do Produto,87347,Promotor
SRV-000568,2025-09-25,4,RJ,Atendimento,93114,Detrator
SRV-000569,2025-08-12,2,MT,Preço,82317,Detrator
SRV-000570,2025-08-08,6,PR,Atendimento,96826,Detrator
SRV-000571,2025-11-07,10,PA,Variedade,60530,Promotor
SRV-000572,2025-08-05,10,BA,Tempo de Entrega,91099,Promotor
SRV-000573,2025-01-04,1,SP,Variedade,35888,Detrator
SRV-000574,2025-02-05,8,ES,Tempo de Entrega,37491,Neutro
SRV-000575,2025-06-27,9,AM,Tempo de Entrega,42352,Promotor
SRV-000576,2025-09-14,9,ES,Variedade,31676,Promotor
SRV-000577,2025-01-17,0,PR,Variedade,75836,Detrator
SRV-000578,2025-07-18,5,RS,Atendimento,47463,Detrator
SRV-000579,2025-11-14,6,GO,Variedade,58990,Detrator
SRV-000580,2025-02-17,7,MS,Atendimento,96544,Neutro
SRV-000581,2025-03-03,9,BA,Atendimento,73627,Promotor
SRV-000582,2025-03-10,8,PA,Atendimento,30221,Neutro
SRV-000583,2025-05-27,1,SC,Tempo de Entrega,95837,Detrator
SRV-000584,2025-12-25,10,SP,Tempo de Entrega,82843,Promotor
SRV-000585,2025-06-11,9,RS,Variedade,61313,Promotor
SRV-000586,2025-08-15,1,MG,Tempo de Entrega,39251,Detrator
SRV-000587,2025-12-13,4,PA,Variedade,56586,Detrator
SRV-000588,2025-08-18,4,GO,Tempo de Entrega,84418,Detrator
SRV-000589,2025-06-27,5,GO,Preço,63884,Detrator
SRV-000590,2025-12-11,2,GO,Preço,62620,Detrator
SRV-000591,2025-02-25,7,SC,Variedade,20040,Neutro
SRV-000592,2025-03-19,0,PA,Tempo de Entrega,81677,Detrator
SRV-000593,2025-09-27,5,BA,Tempo de Entrega,55878,Detrator
SRV-000594,2025-07-25,3,RS,Atendimento,15969,Detrator
SRV-000595,2025-10-08,0,CE,Qualidade do Produto,23162,Detrator
SRV-000596,2025-08-16,6,SC,Variedade,75435,Detrator
SRV-000597,2025-08-27,8,PE,Qualidade do Produto,84667,Neutro
SRV-000598,2025-10-15,3,PE,Qualidade do Produto,15037,Detrator
SRV-000599,2025-03-23,3,SP,Variedade,70526,Detrator
SRV-000600,2025-11-30,5,SP,Tempo de Entrega,97914,Detrator
SRV-000601,2025-09-07,2,SP,Variedade,24693,Detrator
SRV-000602,2025-07-12,5,BA,Qualidade do Produto,69090,Detrator
SRV-000603,2025-04-16,6,MS,Tempo de Entrega,12451,Detrator
SRV-000604,2025-07-08,10,GO,Preço,75560,Promotor
SRV-000605,2025-10-03,9,AM,Variedade,15962,Promotor
SRV-000606,2025-03-15,9,MS,Variedade,99552,Promotor
SRV-000607,2025-01-10,2,AM,Tempo de Entrega,26444,Detrator
SRV-000608,2025-05-03,6,CE,Preço,50443,Detrator
SRV-000609,2025-08-04,2,RS,Preço,26506,Detrator
SRV-000610,2025-10-17,1,MG,Tempo de Entrega,48384,Detrator
SRV-000611,2025-02-09,9,GO,Atendimento,34248,Promotor
SRV-000612,2025-07-12,3,RJ,Variedade,56162,Detrator
SRV-000613,2025-05-07,7,ES,Variedade,52690,Neutro
SRV-000614,2025-10-16,8,MG,Qualidade do Produto,79625,Neutro
SRV-000615,2025-03-12,6,RS,Tempo de Entrega,78008,Detrator
SRV-000616,2025-05-17,0,CE,Qualidade do Produto,70309,Detrator
SRV-000617,2025-05-24,2,PA,Qualidade do Produto,53237,Detrator
SRV-000618,2025-12-20,8,PA,Preço,45732,Neutro
SRV-000619,2025-10-26,0,BA,Variedade,18104,Detrator
SRV-000620,2025-12-11,8,SC,Qualidade do Produto,93230,Neutro
SRV-000621,2025-09-26,7,MG,Preço,44980,Neutro
SRV-000622,2025-05-19,0,SC,Tempo de Entrega,84990,Detrator
SRV-000623,2025-02-21,5,PA,Qualidade do Produto,49560,Detrator
SRV-000624,2025-01-17,4,RJ,Variedade,19554,Detrator
SRV-000625,2025-06-14,5,PA,Qualidade do Produto,55987,Detrator
SRV-000626,2025-01-13,9,MS,Tempo de Entrega,40985,Promotor
SRV-000627,2025-07-09,4,RS,Qualidade do Produto,58167,Detrator
SRV-000628,2025-12-06,5,AM,Variedade,50428,Detrator
SRV-000629,2025-12-19,4,MT,Preço,77238,Detrator
SRV-000630,2025-12-28,10,CE,Variedade,72723,Promotor
SRV-000631,2025-12-18,4,AM,Preço,27038,Detrator
SRV-000632,2025-09-21,3,RS,Atendimento,32219,Detrator
SRV-000633,2025-11-08,2,ES,Variedade,14271,Detrator
SRV-000634,2025-08-09,2,GO,Variedade,37397,Detrator
SRV-000635,2025-04-14,3,BA,Tempo de Entrega,84491,Detrator
SRV-000636,2025-12-05,8,ES,Qualidade do Produto,39602,Neutro
SRV-000637,2025-07-17,1,RS,Preço,64471,Detrator
SRV-000638,2025-10-27,8,ES,Preço,72150,Neutro
SRV-000639,2025-12-25,0,GO,Tempo de Entrega,54227,Detrator
SRV-000640,2025-06-18,0,MS,Tempo de Entrega,33116,Detrator
SRV-000641,2025-05-29,4,PR,Qualidade do Produto,16674,Detrator
SRV-000642,2025-09-06,5,RS,Qualidade do Produto,27469,Detrator
SRV-000643,2025-09-13,5,GO,Variedade,15446,Detrator
SRV-000644,2025-02-11,2,AM,Atendimento,30760,Detrator
SRV-000645,2025-07-21,6,AM,Qualidade do Produto,11963,Detrator
SRV-000646,2025-09-01,8,GO,Tempo de Entrega,86002,Neutro
SRV-000647,2025-06-06,10,CE,Qualidade do Produto,37262,Promotor
SRV-000648,2025-10-13,9,MG,Preço,15177,Promotor
SRV-000649,2025-10-09,7,CE,Atendimento,21160,Neutro
SRV-000650,2025-08-26,5,PR,Variedade,17543,Detrator
SRV-000651,2025-01-19,7,MT,Preço,92162,Neutro
SRV-000652,2025-02-22,4,AM,Preço,49278,Detrator
SRV-000653,2025-03-26,7,MG,Atendimento,39607,Neutro
SRV-000654,2025-09-30,9,PR,Variedade,95835,Promotor
SRV-000655,2025-12-26,3,AM,Tempo de Entrega,27221,Detrator
SRV-000656,2025-08-01,9,MG,Variedade,13323,Promotor
SRV-000657,2025-12-27,7,MT,Qualidade do Produto,62105,Neutro
SRV-000658,2025-04-14,9,CE,Preço,86151,Promotor
SRV-000659,2025-07-11,1,MT,Qualidade do Produto,76968,Detrator
SRV-000660,2025-06-26,4,RS,Tempo de Entrega,33238,Detrator
SRV-000661,2025-05-27,8,GO,Qualidade do Produto,73830,Neutro
SRV-000662,2025-03-22,3,SP,Variedade,83967,Detrator
SRV-000663,2025-07-12,10,PE,Qualidade do Produto,18330,Promotor
SRV-000664,2025-02-06,5,PE,Tempo de Entrega,54153,Detrator
SRV-000665,2025-11-22,0,PR,Tempo de Entrega,18611,Detrator
SRV-000666,2025-06-03,8,PE,Tempo de Entrega,23872,Neutro
SRV-000667,2025-05-10,0,CE,Variedade,59455,Detrator
SRV-000668,2025-02-28,4,GO,Tempo de Entrega,44930,Detrator
SRV-000669,2025-08-12,3,PA,Preço,82022,Detrator
SRV-000670,2025-09-06,2,SC,Tempo de Entrega,72714,Detrator
SRV-000671,2025-08-28,5,PA,Qualidade do Produto,98794,Detrator
SRV-000672,2025-10-20,1,PR,Qualidade do Produto,58716,Detrator
SRV-000673,2025-10-14,2,GO,Qualidade do Produto,76704,Detrator
SRV-000674,2025-07-23,4,MG,Variedade,10415,Detrator
SRV-000675,2025-04-09,8,MT,Qualidade do Produto,86441,Neutro
SRV-000676,2025-12-16,1,MT,Variedade,80779,Detrator
SRV-000677,2025-06-25,9,BA,Variedade,92069,Promotor
SRV-000678,2025-09-19,7,ES,Tempo de Entrega,98444,Neutro
SRV-000679,2025-09-28,1,CE,Preço,81435,Detrator
SRV-000680,2025-05-23,10,GO,Tempo de Entrega,19888,Promotor
SRV-000681,2025-07-08,4,PA,Tempo de Entrega,55299,Detrator
SRV-000682,2025-09-29,6,GO,Variedade,68765,Detrator
SRV-000683,2025-01-20,7,MG,Variedade,72714,Neutro
SRV-000684,2025-11-29,0,GO,Qualidade do Produto,25935,Detrator
SRV-000685,2025-10-27,5,SC,Qualidade do Produto,83002,Detrator
SRV-000686,2025-02-15,0,BA,Tempo de Entrega,90631,Detrator
SRV-000687,2025-04-05,1,GO,Atendimento,86729,Detrator
SRV-000688,2025-03-05,0,PA,Atendimento,11320,Detrator
SRV-000689,2025-05-11,10,PE,Qualidade do Produto,56032,Promotor
SRV-000690,2025-01-09,4,AM,Atendimento,87763,Detrator
SRV-000691,2025-07-22,9,SC,Qualidade do Produto,27907,Promotor
SRV-000692,2025-10-25,8,PR,Variedade,48002,Neutro
SRV-000693,2025-06-23,5,MS,Tempo de Entrega,54838,Detrator
SRV-000694,2025-03-14,10,MT,Preço,48912,Promotor
SRV-000695,2025-03-25,10,RJ,Tempo de Entrega,10552,Promotor
SRV-000696,2025-02-28,0,RJ,Qualidade do Produto,30140,Detrator
SRV-000697,2025-01-21,0,PE,Qualidade do Produto,95591,Detrator
SRV-000698,2025-06-06,1,RJ,Tempo de Entrega,58737,Detrator
SRV-000699,2025-11-15,8,RJ,Qualidade do Produto,43367,Neutro
SRV-000700,2025-11-25,2,MG,Atendimento,90634,Detrator
SRV-000701,2025-03-02,0,MG,Atendimento,34061,Detrator
SRV-000702,2025-03-05,4,ES,Qualidade do Produto,90336,Detrator
SRV-000703,2025-11-21,6,RS,Qualidade do Produto,52124,Detrator
SRV-000704,2025-06-17,5,PE,Atendimento,55638,Detrator
SRV-000705,2025-07-22,0,RJ,Qualidade do Produto,11982,Detrator
SRV-000706,2025-05-09,4,ES,Qualidade do Produto,45765,Detrator
SRV-000707,2025-09-02,4,PE,Tempo de Entrega,92606,Detrator
SRV-000708,2025-04-16,5,AM,Preço,64681,Detrator
SRV-000709,2025-11-17,2,RJ,Atendimento,73232,Detrator
SRV-000710,2025-05-02,4,CE,Tempo de Entrega,72349,Detrator
SRV-000711,2025-11-14,6,MT,Preço,73474,Detrator
SRV-000712,2025-07-01,4,GO,Qualidade do Produto,39513,Detrator
SRV-000713,2025-04-13,4,SP,Qualidade do Produto,32592,Detrator
SRV-000714,2025-11-12,4,CE,Tempo de Entrega,33618,Detrator
SRV-000715,2025-10-29,9,BA,Qualidade do Produto,61632,Promotor
SRV-000716,2025-09-18,9,PE,Variedade,25409,Promotor
SRV-000717,2025-04-23,2,RS,Tempo de Entrega,19529,Detrator
SRV-000718,2025-03-11,0,BA,Preço,34154,Detrator
SRV-000719,2025-06-09,4,ES,Tempo de Entrega,42882,Detrator
SRV-000720,2025-08-28,8,ES,Atendimento,54917,Neutro
SRV-000721,2025-01-11,0,GO,Tempo de Entrega,92488,Detrator
SRV-000722,2025-05-18,2,RJ,Qualidade do Produto,25701,Detrator
SRV-000723,2025-06-16,3,BA,Qualidade do Produto,85281,Detrator
SRV-000724,2025-09-04,0,PA,Variedade,99871,Detrator
SRV-000725,2025-12-20,0,MT,Variedade,78225,Detrator
SRV-000726,2025-01-31,7,RJ,Variedade,62492,Neutro
SRV-000727,2025-01-12,1,PE,Preço,12988,Detrator
SRV-000728,2025-08-31,7,AM,Variedade,45919,Neutro
SRV-000729,2025-04-18,6,ES,Preço,58426,Detrator
SRV-000730,2025-12-02,9,SP,Variedade,62167,Promotor
SRV-000731,2025-11-19,9,GO,Preço,19013,Promotor
SRV-000732,2025-07-13,1,ES,Tempo de Entrega,49113,Detrator
SRV-000733,2025-11-04,5,MG,Tempo de Entrega,13574,Detrator
SRV-000734,2025-05-13,5,MS,Qualidade do Produto,17838,Detrator
SRV-000735,2025-10-08,2,SC,Preço,41368,Detrator
SRV-000736,2025-10-18,10,RS,Atendimento,42228,Promotor
SRV-000737,2025-06-12,1,BA,Qualidade do Produto,59711,Detrator
SRV-000738,2025-10-05,0,RJ,Tempo de Entrega,56097,Detrator
SRV-000739,2025-07-22,5,SC,Preço,65773,Detrator
SRV-000740,2025-04-06,4,PA,Variedade,38639,Detrator
SRV-000741,2025-08-11,10,SC,Atendimento,24823,Promotor
SRV-000742,2025-08-25,8,CE,Tempo de Entrega,33510,Neutro
SRV-000743,2025-04-27,0,MS,Qualidade do Produto,48333,Detrator
SRV-000744,2025-07-11,6,PR,Preço,14435,Detrator
SRV-000745,2025-10-03,4,CE,Atendimento,48418,Detrator
SRV-000746,2025-04-16,4,CE,Preço,67955,Detrator
SRV-000747,2025-01-04,1,RS,Variedade,69507,Detrator
SRV-000748,2025-01-18,10,MG,Qualidade do Produto,61033,Promotor
SRV-000749,2025-11-03,2,ES,Preço,96089,Detrator
SRV-000750,2025-01-20,6,CE,Tempo de Entrega,82972,Detrator
SRV-000751,2025-05-02,5,GO,Qualidade do Produto,57219,Detrator
SRV-000752,2025-05-17,1,PE,Tempo de Entrega,44477,Detrator
SRV-000753,2025-03-21,5,ES,Preço,99780,Detrator
SRV-000754,2025-06-03,1,MG,Qualidade do Produto,52721,Detrator
SRV-000755,2025-12-24,1,AM,Tempo de Entrega,77228,Detrator
SRV-000756,2025-01-25,1,RJ,Variedade,25523,Detrator
SRV-000757,2025-06-18,10,PR,Variedade,42326,Promotor
SRV-000758,2025-02-28,2,ES,Preço,52205,Detrator
SRV-000759,2025-10-28,1,GO,Qualidade do Produto,10125,Detrator
SRV-000760,2025-02-10,3,GO,Atendimento,76735,Detrator
SRV-000761,2025-02-07,8,BA,Qualidade do Produto,26375,Neutro
SRV-000762,2025-04-27,5,RS,Variedade,12711,Detrator
SRV-000763,2025-10-02,0,SC,Tempo de Entrega,42437,Detrator
SRV-000764,2025-09-27,7,MT,Atendimento,38022,Neutro
SRV-000765,2025-05-07,6,MS,Preço,19182,Detrator
SRV-000766,2025-01-03,9,RJ,Atendimento,98148,Promotor
SRV-000767,2025-10-20,2,MG,Preço,81531,Detrator
SRV-000768,2025-01-16,0,CE,Atendimento,50950,Detrator
SRV-000769,2025-09-22,4,PE,Preço,22920,Detrator
SRV-000770,2025-08-27,3,GO,Preço,32144,Detrator
SRV-000771,2025-09-20,9,PE,Atendimento,94418,Promotor
SRV-000772,2025-05-14,7,PA,Atendimento,12565,Neutro
SRV-000773,2025-08-01,0,PR,Preço,98909,Detrator
SRV-000774,2025-01-15,9,AM,Variedade,63942,Promotor
SRV-000775,2025-11-24,0,MG,Atendimento,80560,Detrator
SRV-000776,2025-12-26,3,RJ,Qualidade do Produto,34691,Detrator
SRV-000777,2025-05-09,7,BA,Tempo de Entrega,43799,Neutro
SRV-000778,2025-12-18,4,PA,Preço,76777,Detrator
SRV-000779,2025-05-02,1,SC,Preço,44510,Detrator
SRV-000780,2025-08-29,5,CE,Tempo de Entrega,97919,Detrator
SRV-000781,2025-04-25,4,MT,Variedade,87366,Detrator
SRV-000782,2025-07-16,1,MS,Tempo de Entrega,38975,Detrator
SRV-000783,2025-08-10,10,RS,Atendimento,63242,Promotor
SRV-000784,2025-08-02,10,SP,Tempo de Entrega,56546,Promotor
SRV-000785,2025-03-21,10,SP,Preço,33267,Promotor
SRV-000786,2025-09-20,2,CE,Tempo de Entrega,87911,Detrator
SRV-000787,2025-05-15,8,RJ,Qualidade do Produto,97049,Neutro
SRV-000788,2025-11-02,6,CE,Atendimento,79939,Detrator
SRV-000789,2025-08-30,6,PA,Tempo de Entrega,14897,Detrator
SRV-000790,2025-10-30,10,MG,Preço,10163,Promotor
SRV-000791,2025-09-27,5,MS,Atendimento,62540,Detrator
SRV-000792,2025-10-14,7,SP,Preço,92915,Neutro
SRV-000793,2025-02-19,3,AM,Variedade,40030,Detrator
SRV-000794,2025-07-08,7,PR,Qualidade do Produto,65313,Neutro
SRV-000795,2025-10-24,3,PA,Variedade,39870,Detrator
SRV-000796,2025-01-14,7,PA,Qualidade do Produto,39482,Neutro
SRV-000797,2025-08-20,8,MG,Tempo de Entrega,41058,Neutro
SRV-000798,2025-09-18,2,SP,Atendimento,67255,Detrator
SRV-000799,2025-07-11,2,BA,Tempo de Entrega,74930,Detrator
SRV-000800,2025-07-22,10,MS,Qualidade do Produto,60500,Promotor
SRV-000801,2025-09-18,1,MT,Qualidade do Produto,36379,Detrator
SRV-000802,2025-04-23,9,SC,Qualidade do Produto,77787,Promotor
SRV-000803,2025-12-18,2,PE,Preço,33674,Detrator
SRV-000804,2025-02-05,2,MG,Atendimento,16590,Detrator
SRV-000805,2025-03-20,4,PE,Tempo de Entrega,41432,Detrator
SRV-000806,2025-10-02,4,PE,Tempo de Entrega,50426,Detrator
SRV-000807,2025-10-05,1,PA,Variedade,59584,Detrator
SRV-000808,2025-06-11,9,MS,Qualidade do Produto,97663,Promotor
SRV-000809,2025-11-08,5,PA,Qualidade do Produto,48015,Detrator
SRV-000810,2025-01-17,4,GO,Qualidade do Produto,83251,Detrator
