ID_Pedido,Data_Venda,ID_Produto,Quantidade,Faturamento_Bruto,Custo_Total,Regiao,Estado,Forma_Pagamento,Comissao_Percentual,ID_Sist_Antigo
PED-000267,2025-07-22,PROD-127,3,208.68,114.77,Norte,AM,Boleto,0.05,61399
PED-000268,2025-12-10,PROD-122,5,181.71,99.94,Sudeste,SP,Cartão de Débito,0.02,32614
PED-000269,2025-03-28,PROD-107,3,208.63,114.75,Nordeste,BA,Boleto,0.05,99570
PED-000270,2025-10-04,PROD-119,2,115.43,63.49,Sudeste,SP,Cartão de Débito,0.02,80067
PED-000271,2025-02-20,PROD-127,3,164.18,90.3,Nordeste,CE,Cartão de Crédito,0.05,86295
PED-000272,2025-08-08,PROD-131,1,179.54,140.04,Sudeste,RJ,Cartão de Débito,0.05,45144
PED-000273,2025-02-18,PROD-102,2,352.14,274.67,Sudeste,RJ,Cartão de Crédito,0.02,88040
PED-000274,2025-05-29,PROD-109,3,266.39,146.51,Sul,RS,Pix,0.02,49071
PED-000275,2025-01-10,PROD-110,3,109.95,60.47,Nordeste,PE,Pix,0.02,55000
PED-000276,2025-05-04,PROD-113,2,133.55,73.45,Sudeste,MG,Pix,0.05,12461
PED-000277,2025-06-23,PROD-131,1,214.58,167.37,Norte,PA,Boleto,0.05,58758
PED-000278,2025-05-29,PROD-117,1,43.26,23.79,Centro-Oeste,MT,Pix,0.05,33911
PED-000279,2025-07-22,PROD-131,2,450.64,351.5,Sul,SC,Cartão de Crédito,0.05,33387
PED-000280,2025-01-29,PROD-101,1,222.6,173.63,Sudeste,RJ,Boleto,0.05,54638
PED-000281,2025-02-13,PROD-123,1,54.8,30.14,Sul,SC,Cartão de Crédito,0.02,76912
PED-000282,2025-01-23,PROD-118,1,35.63,19.6,Sul,SC,Cartão de Débito,0.02,19496
PED-000283,2025-12-26,PROD-107,3,248.66,136.76,Nordeste,CE,Cartão de Débito,0.05,72946
PED-000284,2025-01-10,PROD-133,1,223.31,174.18,Sudeste,RJ,Boleto,0.02,35498
PED-000285,2025-03-27,PROD-108,2,151.32,83.23,Nordeste,BA,Pix,0.05,36832
PED-000286,2025-01-20,PROD-133,3,676.88,527.97,Sudeste,SP,Boleto,0.02,64341
PED-000287,2025-04-21,PROD-103,1,214.34,167.19,Centro-Oeste,MT,Pix,0.05,76549
PED-000288,2025-11-06,PROD-120,3,90.58,49.82,Sul,PR,Pix,0.05,71627
PED-000289,2025-01-04,PROD-106,1,68.54,37.7,Nordeste,BA,Cartão de Débito,0.02,33225
PED-000290,2025-06-11,PROD-123,2,156.6,86.13,Sul,RS,Boleto,0.05,38731
PED-000291,2025-06-01,PROD-118,1,74.76,41.12,Sudeste,MG,Pix,0.05,23428
PED-000292,2025-12-16,PROD-135,3,670.65,523.11,Nordeste,CE,Cartão de Crédito,0.05,11651
PED-000293,2025-11-09,PROD-110,2,137.11,75.41,Sudeste,MG,Cartão de Crédito,0.05,44051
PED-000294,2025-07-17,PROD-126,3,241.16,132.64,Sul,SC,Boleto,0.02,24472
PED-000295,2025-02-19,PROD-109,3,94.72,52.1,Norte,AM,Cartão de Crédito,0.05,16397
PED-000296,2025-12-19,PROD-116,1,33.37,18.35,Sul,RS,Boleto,0.05,80553
PED-000297,2025-02-18,PROD-119,1,57.49,31.62,Centro-Oeste,MT,Cartão de Crédito,0.05,36201
PED-000298,2025-05-09,PROD-134,1,150.7,117.55,Sudeste,MG,Cartão de Crédito,0.05,27069
PED-000299,2025-03-25,PROD-130,1,245.66,191.61,Sul,PR,Pix,0.05,84603
PED-000300,2025-06-12,PROD-127,3,253.13,139.22,Sudeste,RJ,Cartão de Débito,0.05,42591
PED-000301,2025-07-24,PROD-124,2,67.84,37.31,Sudeste,MG,Cartão de Crédito,0.05,69063
PED-000302,2025-07-15,PROD-120,2,109.33,60.13,Sudeste,RJ,Boleto,0.05,24289
PED-000303,2025-05-23,PROD-119,3,160.82,88.45,Nordeste,CE,Pix,0.05,32669
PED-000304,2025-03-23,PROD-120,1,69.25,38.09,Nordeste,PE,Pix,0.02,36928
PED-000305,2025-06-10,PROD-120,2,146.4,80.52,Sul,PR,Boleto,0.05,25352
PED-000306,2025-03-22,PROD-132,1,172.74,134.74,Centro-Oeste,MS,Cartão de Débito,0.05,28474
PED-000307,2025-04-08,PROD-116,2,87.14,47.93,Sudeste,RJ,Pix,0.02,57945
PED-000308,2025-04-22,PROD-121,1,70.14,38.58,Sudeste,RJ,Pix,0.05,88258
PED-000309,2025-12-10,PROD-111,6,470.31,258.67,Nordeste,PE,Pix,0.02,77263
PED-000310,2025-10-04,PROD-131,2,366.04,285.51,Nordeste,BA,Pix,0.05,40933
PED-000311,2025-08-02,PROD-114,2,88.66,48.76,Sudeste,SP,Cartão de Crédito,0.05,28489
PED-000312,2025-09-05,PROD-101,2,368.73,287.61,Nordeste,BA,Cartão de Débito,0.02,60729
PED-000313,2025-03-30,PROD-122,3,158.48,87.16,Sul,RS,Boleto,0.02,12551
PED-000314,2025-03-26,PROD-135,3,642.8,501.38,Sudeste,SP,Boleto,0.05,77821
PED-000315,2025-09-25,PROD-119,2,98.01,53.91,Sul,RS,Boleto,0.02,75794
PED-000316,2025-08-08,PROD-132,1,153.34,119.61,Centro-Oeste,MS,Cartão de Débito,0.02,27071
PED-000317,2025-09-03,PROD-105,3,714.72,557.48,Sudeste,RJ,Cartão de Débito,0.02,90685
PED-000318,2025-06-07,PROD-120,1,49.38,27.16,Sudeste,SP,Cartão de Débito,0.05,77065
PED-000319,2025-11-21,PROD-126,1,35.58,19.57,Sudeste,MG,Cartão de Débito,0.02,34217
PED-000320,2025-07-08,PROD-134,1,179.65,140.13,Sudeste,SP,Pix,0.05,10645
PED-000321,2025-12-12,PROD-110,3,135.78,74.68,Nordeste,BA,Pix,0.02,10587
PED-000322,2025-06-05,PROD-120,2,72.08,39.64,Sudeste,RJ,Cartão de Crédito,0.02,28099
PED-000323,2025-11-10,PROD-117,3,207.21,113.97,Norte,AM,Cartão de Débito,0.05,91557
PED-000324,2025-09-28,PROD-129,3,204.15,112.28,Nordeste,CE,Cartão de Débito,0.02,97969
PED-000325,2025-07-20,PROD-105,1,233.7,182.29,Sudeste,MG,Boleto,0.05,85330
PED-000326,2025-07-10,PROD-114,1,31.99,17.59,Nordeste,BA,Cartão de Crédito,0.02,18179
PED-000327,2025-02-08,PROD-116,1,77.31,42.52,Norte,PA,Cartão de Crédito,0.02,20449
PED-000328,2025-04-01,PROD-126,2,113.65,62.51,Nordeste,PE,Pix,0.05,12659
PED-000329,2025-05-27,PROD-134,2,460.47,359.17,Sudeste,RJ,Boleto,0.05,18472
PED-000330,2025-04-12,PROD-125,3,112.94,62.12,Sudeste,RJ,Cartão de Crédito,0.02,25282
PED-000331,2025-10-11,PROD-108,1,87.77,48.27,Centro-Oeste,MS,Boleto,0.02,21002
PED-000332,2025-04-30,PROD-118,2,74.43,40.94,Sul,PR,Cartão de Débito,0.05,53472
PED-000333,2025-05-22,PROD-124,3,103.36,56.85,Sudeste,SP,Cartão de Crédito,0.02,81363
PED-000334,2025-04-30,PROD-121,3,202.71,111.49,Sudeste,RJ,Cartão de Débito,0.02,84813
PED-000335,2025-02-04,PROD-111,3,269.18,148.05,Nordeste,PE,Pix,0.02,59812
PED-000336,2025-06-21,PROD-102,1,223.76,174.53,Sudeste,SP,Cartão de Crédito,0.02,56403
PED-000337,2025-03-06,PROD-123,1,71.67,39.42,Centro-Oeste,GO,Cartão de Débito,0.05,16581
PED-000338,2025-12-19,PROD-114,2,79.78,43.88,Sudeste,MG,Pix,0.05,90404
PED-000339,2025-06-28,PROD-128,3,182.23,100.23,Sul,PR,Cartão de Débito,0.05,97445
PED-000340,2025-07-13,PROD-121,2,116.75,64.21,Nordeste,CE,Cartão de Crédito,0.02,42327
PED-000341,2025-06-02,PROD-121,2,103.42,56.88,Sul,RS,Cartão de Débito,0.05,14378
PED-000342,2025-04-03,PROD-100,1,198.2,154.6,Sudeste,RJ,Cartão de Débito,0.05,15410
PED-000343,2025-07-08,PROD-112,2,162.5,89.38,Sudeste,SP,Cartão de Crédito,0.05,27543
PED-000344,2025-10-22,PROD-125,1,56.31,30.97,Sudeste,SP,Cartão de Débito,0.05,41337
PED-000345,2025-12-10,PROD-108,3,201.07,110.59,Sudeste,RJ,Cartão de Débito,0.02,45634
PED-000346,2025-07-11,PROD-112,3,98.07,53.94,Centro-Oeste,MS,Boleto,0.02,69518
PED-000347,2025-11-28,PROD-118,1,72.84,40.06,Sudeste,SP,Cartão de Débito,0.02,78847
PED-000348,2025-09-07,PROD-127,1,30.09,16.55,Sudeste,RJ,Boleto,0.05,89190
PED-000349,2025-06-26,PROD-122,3,246.89,135.79,Nordeste,CE,Pix,0.05,48211
PED-000350,2025-03-23,PROD-135,1,162.1,126.44,Sudeste,MG,Cartão de Débito,0.05,88931
PED-000351,2025-02-10,PROD-114,3,164.28,90.35,Norte,PA,Cartão de Crédito,0.02,61649
PED-000352,2025-07-29,PROD-109,3,254.39,139.91,Centro-Oeste,MT,Cartão de Crédito,0.02,56619
PED-000353,2025-04-27,PROD-126,2,123.6,67.98,Sudeste,RJ,Boleto,0.05,81975
PED-000354,2025-08-23,PROD-111,1,35.06,19.28,Centro-Oeste,MT,Boleto,0.05,48244
PED-000355,2025-10-06,PROD-130,1,156.74,122.26,Sudeste,SP,Cartão de Crédito,0.05,27514
PED-000356,2025-05-02,PROD-108,2,113.57,62.46,Sudeste,MG,Pix,0.05,27858
PED-000357,2025-12-26,PROD-122,6,313.22,172.27,Sul,SC,Pix,0.05,95920
PED-000358,2025-01-07,PROD-127,1,83.41,45.88,Sul,RS,Cartão de Crédito,0.02,54179
PED-000359,2025-05-06,PROD-117,3,146.02,80.31,Sudeste,RJ,Pix,0.05,32852
PED-000360,2025-01-31,PROD-100,1,164.06,127.97,Sul,RS,Cartão de Crédito,0.05,52359
PED-000361,2025-02-14,PROD-110,2,64.68,35.57,Norte,AM,Pix,0.02,82127
PED-000362,2025-11-11,PROD-105,1,195.85,152.76,Sudeste,MG,Pix,0.05,12169
PED-000363,2025-03-28,PROD-134,2,420.59,328.06,Sudeste,RJ,Cartão de Débito,0.02,28800
PED-000364,2025-04-19,PROD-116,2,124.97,68.73,Sudeste,MG,Cartão de Crédito,0.02,12352
PED-000365,2025-11-05,PROD-121,3,240.94,132.52,Sul,PR,Boleto,0.05,19569
PED-000366,2025-01-21,PROD-120,3,190.39,104.71,Sudeste,MG,Boleto,0.02,40654
PED-000367,2025-04-21,PROD-112,2,118.67,65.27,Sudeste,MG,Boleto,0.02,65568
PED-000368,2025-09-06,PROD-121,2,115.37,63.45,Nordeste,PE,Boleto,0.02,28951
PED-000369,2025-05-27,PROD-135,3,739.21,576.58,Sudeste,SP,Cartão de Crédito,0.05,34842
PED-000370,2025-09-03,PROD-111,1,74.75,41.11,Sudeste,MG,Boleto,0.05,17684
PED-000371,2025-03-11,PROD-111,1,86.95,47.82,Nordeste,BA,Pix,0.05,70011
PED-000372,2025-04-12,PROD-135,3,510.97,398.56,Sul,RS,Cartão de Débito,0.02,30878
PED-000373,2025-06-28,PROD-116,1,88.84,48.86,Sul,PR,Pix,0.05,28354
PED-000374,2025-12-03,PROD-103,3,482.78,376.57,Sul,SC,Cartão de Débito,0.02,18016
PED-000375,2025-11-24,PROD-131,3,543.57,423.98,Sul,PR,Boleto,0.02,35518
PED-000376,2025-04-24,PROD-115,2,142.53,78.39,Sul,SC,Boleto,0.02,29337
PED-000377,2025-07-23,PROD-120,2,100.01,55.01,Sudeste,RJ,Boleto,0.05,68653
PED-000378,2025-01-19,PROD-134,2,435.36,339.58,Norte,AM,Cartão de Crédito,0.05,21590
PED-000379,2025-10-19,PROD-100,1,213.29,166.37,Sudeste,MG,Boleto,0.02,96156
PED-000380,2025-05-07,PROD-108,1,80.76,44.42,Nordeste,BA,Pix,0.02,62327
PED-000381,2025-09-17,PROD-113,2,62.94,34.62,Sudeste,RJ,Boleto,0.02,34322
PED-000382,2025-10-17,PROD-131,1,245.51,191.5,Sul,PR,Boleto,0.05,32031
PED-000383,2025-08-22,PROD-133,2,310.05,241.84,Nordeste,BA,Pix,0.05,56092
PED-000384,2025-10-22,PROD-133,3,691.04,539.01,Nordeste,CE,Pix,0.05,63117
PED-000385,2025-08-19,PROD-128,1,80.53,44.29,Sudeste,RJ,Cartão de Crédito,0.02,32173
PED-000386,2025-02-22,PROD-118,3,206.61,113.64,Norte,AM,Pix,0.02,86112
PED-000387,2025-01-10,PROD-109,2,68.61,37.74,Nordeste,PE,Cartão de Débito,0.05,90909
PED-000388,2025-12-01,PROD-123,5,306.05,168.33,Sul,RS,Cartão de Crédito,0.02,81126
PED-000389,2025-10-17,PROD-130,2,464.76,362.51,Nordeste,CE,Boleto,0.02,17016
PED-000390,2025-08-29,PROD-130,2,456.6,356.15,Nordeste,CE,Pix,0.05,54757
PED-000391,2025-11-02,PROD-123,1,50.42,27.73,Nordeste,CE,Cartão de Débito,0.02,65103
PED-000392,2025-04-17,PROD-100,3,619.5,483.21,Sudeste,MG,Pix,0.05,15571
PED-000393,2025-03-24,PROD-112,1,52.64,28.95,Nordeste,CE,Cartão de Débito,0.05,42441
PED-000394,2025-11-12,PROD-132,3,703.27,548.55,Sudeste,SP,Boleto,0.05,81854
PED-000395,2025-04-11,PROD-112,1,46.71,25.69,Sudeste,SP,Boleto,0.02,64040
PED-000396,2025-07-30,PROD-119,1,32.89,18.09,Sudeste,SP,Cartão de Crédito,0.05,64575
PED-000397,2025-10-30,PROD-134,2,426.88,332.97,Sudeste,SP,Boleto,0.05,64120
PED-000398,2025-07-29,PROD-112,1,79.33,43.63,Sudeste,SP,Boleto,0.05,91423
PED-000399,2025-11-06,PROD-110,2,85.89,47.24,Sudeste,RJ,Cartão de Crédito,0.02,93692
PED-000400,2025-10-01,PROD-135,3,544.69,424.86,Sudeste,MG,Cartão de Débito,0.05,95140
PED-000401,2025-12-22,PROD-100,1,178.74,139.42,Nordeste,PE,Boleto,0.02,83016
PED-000402,2025-02-22,PROD-109,3,240.39,132.21,Centro-Oeste,GO,Pix,0.02,30132
PED-000403,2025-12-03,PROD-121,5,159.43,87.69,Norte,PA,Boleto,0.02,61813
PED-000404,2025-01-29,PROD-123,3,247.98,136.39,Sul,RS,Pix,0.05,25193
PED-000405,2025-09-29,PROD-127,3,129.56,71.26,Nordeste,CE,Cartão de Débito,0.05,65243
PED-000406,2025-08-21,PROD-129,2,81.81,45.0,Sudeste,SP,Boleto,0.05,40431
PED-000407,2025-09-01,PROD-106,1,52.3,28.77,Sudeste,SP,Cartão de Débito,0.05,65668
PED-000408,2025-04-21,PROD-135,3,457.08,356.52,Sul,SC,Boleto,0.05,37606
PED-000409,2025-02-28,PROD-121,3,217.82,119.8,Nordeste,BA,Cartão de Crédito,0.05,97265
PED-000410,2025-08-06,PROD-122,2,178.83,98.36,Sul,SC,Boleto,0.02,36423
PED-000411,2025-05-23,PROD-110,2,103.88,57.13,Norte,PA,Boleto,0.05,17659
PED-000412,2025-01-25,PROD-125,2,97.82,53.8,Sul,PR,Boleto,0.02,65751
PED-000413,2025-11-17,PROD-130,1,244.74,190.9,Sul,SC,Pix,0.05,33989
PED-000414,2025-06-23,PROD-130,2,438.02,341.66,Sul,SC,Pix,0.02,15939
PED-000415,2025-08-14,PROD-132,3,556.28,433.9,Sudeste,RJ,Pix,0.02,37076
PED-000416,2025-07-29,PROD-121,2,125.59,69.07,Sul,RS,Cartão de Crédito,0.02,77293
PED-000417,2025-01-08,PROD-128,1,33.0,18.15,Sul,RS,Cartão de Crédito,0.02,82010
PED-000418,2025-06-05,PROD-130,2,321.78,250.99,Nordeste,CE,Cartão de Débito,0.02,35851
PED-000419,2025-11-28,PROD-125,3,172.61,94.94,Norte,PA,Pix,0.02,48870
PED-000420,2025-06-03,PROD-117,2,82.81,45.55,Sudeste,RJ,Boleto,0.02,13642
PED-000421,2025-09-04,PROD-115,1,81.25,44.69,Sudeste,SP,Pix,0.05,20211
PED-000422,2025-07-06,PROD-116,2,152.6,83.93,Sudeste,SP,Pix,0.05,87960
PED-000423,2025-06-05,PROD-127,2,156.57,86.11,Centro-Oeste,MT,Cartão de Crédito,0.05,28601
PED-000424,2025-04-01,PROD-107,2,111.44,61.29,Sudeste,RJ,Cartão de Crédito,0.02,95867
PED-000425,2025-09-22,PROD-135,2,379.57,296.06,Nordeste,PE,Boleto,0.05,77712
PED-000426,2025-08-29,PROD-106,3,160.64,88.35,Sudeste,SP,Cartão de Crédito,0.05,13696
PED-000427,2025-01-17,PROD-113,2,179.09,98.5,Sudeste,RJ,Cartão de Crédito,0.05,92612
PED-000428,2025-02-27,PROD-100,2,483.65,377.25,Sudeste,SP,Cartão de Débito,0.02,39961
PED-000429,2025-07-12,PROD-104,1,164.82,128.56,Centro-Oeste,MT,Cartão de Débito,0.02,36536
PED-000430,2025-11-08,PROD-110,3,166.95,91.82,Norte,AM,Cartão de Débito,0.05,76668
PED-000431,2025-06-03,PROD-106,1,55.17,30.34,Sudeste,MG,Cartão de Débito,0.02,84601
PED-000432,2025-02-10,PROD-128,3,196.88,108.28,Centro-Oeste,GO,Pix,0.05,30954
PED-000433,2025-07-14,PROD-134,3,693.26,540.74,Sudeste,MG,Cartão de Débito,0.02,40908
PED-000434,2025-01-24,PROD-123,2,158.97,87.43,Nordeste,BA,Pix,0.02,37056
PED-000435,2025-12-17,PROD-104,2,409.34,319.29,Sul,SC,Cartão de Crédito,0.02,42252
PED-000436,2025-12-23,PROD-105,1,247.31,192.9,Sudeste,RJ,Boleto,0.02,95076
PED-000437,2025-10-30,PROD-121,2,147.81,81.3,Sudeste,MG,Cartão de Débito,0.02,95160
PED-000438,2025-07-09,PROD-129,1,72.76,40.02,Centro-Oeste,MS,Boleto,0.02,26589
PED-000439,2025-02-08,PROD-135,2,378.64,295.34,Sudeste,MG,Cartão de Crédito,0.05,25088
PED-000440,2025-07-21,PROD-130,3,530.71,413.95,Sudeste,MG,Pix,0.02,84704
PED-000441,2025-09-30,PROD-121,3,218.6,120.23,Norte,PA,Cartão de Crédito,0.02,41845
PED-000442,2025-02-20,PROD-124,1,85.98,47.29,Nordeste,CE,Cartão de Débito,0.05,30583
PED-000443,2025-01-01,PROD-105,3,658.38,513.54,Sudeste,MG,Boleto,0.02,29873
PED-000444,2025-05-21,PROD-108,2,100.27,55.15,Centro-Oeste,MT,Cartão de Débito,0.02,11538
PED-000445,2025-06-24,PROD-111,1,86.83,47.76,Sudeste,SP,Cartão de Crédito,0.02,85225
PED-000446,2025-02-12,PROD-118,3,92.06,50.63,Sudeste,RJ,Pix,0.02,60445
PED-000447,2025-08-04,PROD-103,3,600.33,468.26,Centro-Oeste,MS,Pix,0.02,92912
PED-000448,2025-10-10,PROD-100,2,323.7,252.49,Norte,AM,Cartão de Débito,0.05,23794
PED-000449,2025-03-30,PROD-109,3,145.76,80.17,Norte,PA,Boleto,0.05,74887
PED-000450,2025-01-07,PROD-107,2,134.98,74.24,Centro-Oeste,MT,Boleto,0.05,34335
PED-000451,2025-11-24,PROD-117,1,62.93,34.61,Norte,AM,Pix,0.02,69722
PED-000452,2025-04-07,PROD-105,1,223.27,174.15,Sudeste,SP,Pix,0.02,10887
PED-000453,2025-08-02,PROD-118,1,34.33,18.88,Nordeste,PE,Pix,0.02,17846
PED-000454,2025-07-01,PROD-119,3,203.81,112.1,Norte,AM,Pix,0.02,32931
PED-000455,2025-12-25,PROD-109,5,305.61,168.09,Sudeste,RJ,Cartão de Crédito,0.05,26901
PED-000456,2025-03-23,PROD-104,2,416.44,324.82,Sul,RS,Cartão de Crédito,0.02,97728
PED-000457,2025-09-23,PROD-102,2,396.61,309.36,Sudeste,MG,Cartão de Débito,0.05,81291
PED-000458,2025-06-03,PROD-121,3,197.16,108.44,Sul,RS,Boleto,0.02,77054
PED-000459,2025-04-18,PROD-119,3,202.26,111.24,Norte,AM,Boleto,0.05,40109
PED-000460,2025-05-14,PROD-102,3,619.1,482.9,Sul,RS,Cartão de Crédito,0.02,55800
PED-000461,2025-03-06,PROD-101,3,481.77,375.78,Sul,SC,Pix,0.02,25438
PED-000462,2025-09-05,PROD-120,2,135.02,74.26,Sudeste,MG,Pix,0.02,65276
PED-000463,2025-01-07,PROD-103,1,204.2,159.28,Sudeste,SP,Boleto,0.02,87219
PED-000464,2025-10-15,PROD-131,2,495.4,386.41,Nordeste,PE,Cartão de Crédito,0.05,92289
PED-000465,2025-09-01,PROD-134,3,475.29,370.73,Nordeste,PE,Cartão de Crédito,0.05,70686
PED-000466,2025-09-05,PROD-108,1,62.81,34.55,Centro-Oeste,MS,Cartão de Crédito,0.05,14017
PED-000467,2025-04-21,PROD-122,3,95.31,52.42,Nordeste,CE,Cartão de Crédito,0.02,31869
PED-000468,2025-03-02,PROD-110,2,147.93,81.36,Sudeste,RJ,Pix,0.02,96346
PED-000469,2025-12-04,PROD-109,6,476.27,261.95,Sul,RS,Boleto,0.02,24924
PED-000470,2025-12-24,PROD-109,5,371.38,204.26,Nordeste,CE,Pix,0.05,43458
PED-000471,2025-04-17,PROD-108,1,50.02,27.51,Nordeste,BA,Cartão de Débito,0.05,29296
PED-000472,2025-02-25,PROD-117,3,171.78,94.48,Centro-Oeste,MT,Cartão de Crédito,0.05,14458
PED-000473,2025-04-24,PROD-135,3,730.88,570.09,Sul,RS,Cartão de Débito,0.05,34417
PED-000474,2025-09-17,PROD-112,2,120.32,66.18,Sul,SC,Cartão de Crédito,0.02,39493
PED-000475,2025-11-07,PROD-100,3,572.9,446.86,Sudeste,MG,Pix,0.02,66704
PED-000476,2025-05-13,PROD-128,1,41.14,22.63,Norte,AM,Cartão de Crédito,0.05,41174
PED-000477,2025-03-24,PROD-119,3,235.05,129.28,Nordeste,CE,Cartão de Crédito,0.05,12187
PED-000478,2025-06-02,PROD-122,1,74.55,41.0,Sudeste,RJ,Pix,0.05,79463
PED-000479,2025-02-24,PROD-131,1,182.67,142.48,Nordeste,CE,Pix,0.02,91257
PED-000480,2025-11-13,PROD-120,1,34.66,19.06,Sudeste,SP,Cartão de Crédito,0.02,66358
PED-000481,2025-03-28,PROD-104,1,184.48,143.89,Sudeste,RJ,Cartão de Débito,0.02,16968
PED-000482,2025-08-27,PROD-128,1,54.67,30.07,Sudeste,SP,Cartão de Débito,0.05,42115
PED-000483,2025-09-04,PROD-116,1,73.12,40.22,Sudeste,MG,Pix,0.05,54049
PED-000484,2025-07-28,PROD-132,2,333.15,259.86,Sudeste,RJ,Pix,0.02,99037
PED-000485,2025-06-11,PROD-135,1,171.19,133.53,Sudeste,MG,Boleto,0.05,79166
PED-000486,2025-06-01,PROD-114,3,190.24,104.63,Sudeste,MG,Boleto,0.02,94925
PED-000487,2025-06-24,PROD-109,2,80.6,44.33,Centro-Oeste,MS,Pix,0.05,15618
PED-000488,2025-04-03,PROD-133,3,484.62,378.0,Sul,PR,Cartão de Crédito,0.02,80463
PED-000489,2025-10-09,PROD-123,1,42.38,23.31,Norte,AM,Cartão de Crédito,0.05,71744
PED-000490,2025-08-29,PROD-100,2,458.55,357.67,Nordeste,PE,Cartão de Crédito,0.02,60940
PED-000491,2025-10-09,PROD-131,1,223.13,174.04,Sudeste,SP,Cartão de Crédito,0.05,69191
PED-000492,2025-12-02,PROD-121,5,188.22,103.52,Centro-Oeste,MT,Pix,0.02,10717
PED-000493,2025-09-28,PROD-101,3,454.01,354.13,Sul,SC,Pix,0.05,44872
PED-000494,2025-08-12,PROD-101,2,395.85,308.76,Centro-Oeste,MS,Boleto,0.02,48759
PED-000495,2025-11-18,PROD-117,1,78.23,43.03,Norte,PA,Boleto,0.05,97999
PED-000496,2025-11-19,PROD-128,3,102.6,56.43,Norte,PA,Pix,0.05,55095
PED-000497,2025-03-01,PROD-103,3,647.02,504.68,Sudeste,RJ,Boleto,0.05,18026
PED-000498,2025-12-14,PROD-108,6,458.21,252.02,Sudeste,RJ,Boleto,0.05,31639
PED-000499,2025-11-10,PROD-131,1,151.46,118.14,Sudeste,RJ,Boleto,0.05,51003
PED-000500,2025-09-22,PROD-127,3,250.27,137.65,Nordeste,CE,Cartão de Crédito,0.05,86502
PED-000501,2025-10-19,PROD-125,2,129.46,71.2,Sul,PR,Pix,0.05,66233
PED-000502,2025-09-24,PROD-112,2,106.35,58.49,Sudeste,SP,Cartão de Débito,0.02,48712
PED-000503,2025-04-04,PROD-101,2,481.57,375.62,Sudeste,MG,Cartão de Débito,0.02,31839
PED-000504,2025-12-12,PROD-111,6,525.06,288.78,Sudeste,RJ,Cartão de Crédito,0.05,38453
PED-000505,2025-08-10,PROD-102,1,182.45,142.31,Sul,SC,Cartão de Crédito,0.05,47019
PED-000506,2025-12-22,PROD-112,3,137.63,75.7,Sul,RS,Boleto,0.02,53395
PED-000507,2025-12-06,PROD-105,2,439.79,343.04,Sul,SC,Cartão de Débito,0.02,25899
PED-000508,2025-03-11,PROD-121,1,82.75,45.51,Sudeste,SP,Boleto,0.02,29259
PED-000509,2025-08-05,PROD-105,2,477.62,372.54,Sudeste,RJ,Cartão de Débito,0.02,88278
PED-000510,2025-09-15,PROD-117,3,236.29,129.96,Norte,PA,Cartão de Crédito,0.05,48437
PED-000511,2025-04-01,PROD-130,1,235.8,183.92,Sudeste,MG,Cartão de Crédito,0.02,56754
PED-000512,2025-10-18,PROD-112,3,154.88,85.18,Sul,PR,Boleto,0.05,89818
PED-000513,2025-03-27,PROD-134,2,303.43,236.68,Sudeste,SP,Cartão de Débito,0.05,62656
PED-000514,2025-09-13,PROD-114,3,90.96,50.03,Nordeste,CE,Boleto,0.05,96724
PED-000515,2025-01-25,PROD-118,1,68.3,37.57,Centro-Oeste,GO,Boleto,0.02,46289
PED-000516,2025-10-03,PROD-124,3,246.31,135.47,Nordeste,CE,Boleto,0.05,82374
PED-000517,2025-02-20,PROD-104,1,248.11,193.53,Sul,SC,Cartão de Débito,0.05,15232
PED-000518,2025-01-14,PROD-124,3,260.86,143.47,Sul,RS,Cartão de Crédito,0.05,29610
PED-000519,2025-03-16,PROD-122,1,67.9,37.35,Nordeste,PE,Boleto,0.02,10570
PED-000520,2025-12-05,PROD-109,5,329.79,181.38,Nordeste,BA,Boleto,0.05,71845
PED-000521,2025-04-03,PROD-116,2,80.37,44.2,Sul,SC,Cartão de Débito,0.05,93055
PED-000522,2025-09-25,PROD-114,2,142.28,78.25,Sudeste,MG,Pix,0.02,13255
PED-000523,2025-11-18,PROD-112,1,80.03,44.02,Norte,AM,Pix,0.05,33989
PED-000524,2025-05-28,PROD-121,1,55.4,30.47,Sul,SC,Pix,0.02,31119
PED-000525,2025-11-14,PROD-115,3,128.02,70.41,Sul,SC,Cartão de Crédito,0.02,76798
PED-000526,2025-03-29,PROD-122,3,112.54,61.9,Nordeste,CE,Boleto,0.05,52788
PED-000527,2025-04-29,PROD-130,1,196.5,153.27,Centro-Oeste,MS,Boleto,0.02,79341
PED-000528,2025-09-30,PROD-111,2,172.56,94.91,Sudeste,MG,Boleto,0.05,44314
PED-000529,2025-09-08,PROD-133,2,353.71,275.89,Nordeste,CE,Pix,0.05,55619
PED-000530,2025-10-23,PROD-107,3,233.69,128.53,Sudeste,MG,Pix,0.05,35479
PED-000531,2025-02-18,PROD-127,1,48.15,26.48,Sudeste,RJ,Cartão de Débito,0.02,54825
PED-000532,2025-06-15,PROD-117,3,267.61,147.19,Centro-Oeste,MS,Cartão de Débito,0.02,57893
PED-000533,2025-10-29,PROD-110,2,76.46,42.05,Sul,SC,Pix,0.05,76983
PED-000534,2025-05-25,PROD-122,1,57.58,31.67,Sudeste,MG,Boleto,0.05,40134
PED-000535,2025-10-05,PROD-108,1,50.82,27.95,Sudeste,RJ,Pix,0.02,64219
